province, city_name, city_code,date,avg_temperature
黑龙江省,虎林,50983,2023-12-09,-7.8
青海省,刚察,52754,2023-12-08,-7.8
吉林省,东丰,54261,2023-12-09,-7.8
辽宁省,昌图,54243,2023-12-09,-7.7
辽宁省,康平,54244,2023-12-09,-7.7
黑龙江省,绥滨,50787,2023-12-08,-7.7
吉林省,永吉,54171,2023-12-09,-7.7
黑龙江省,密山,50985,2023-12-08,-7.7
吉林省,榆树,54072,2023-12-08,-7.7
黑龙江省,双鸭山,50884,2023-12-08,-7.7
黑龙江省,饶河,50892,2023-12-09,-7.7
黑龙江省,鸡东,50987,2023-12-09,-7.6
四川省,红原,56173,2023-12-09,-7.6
黑龙江省,七台河,50971,2023-12-08,-7.6
西藏自治区,吉隆,55650,2023-12-09,-7.6
内蒙古自治区,希拉穆仁,53367,2023-12-09,-7.5
辽宁省,西丰,54252,2023-12-09,-7.4
吉林省,梅河口,54266,2023-12-09,-7.4
内蒙古自治区,通辽,54135,2023-12-08,-7.4
内蒙古自治区,察哈尔右翼中旗,53378,2023-12-09,-7.4
吉林省,辉南,54274,2023-12-09,-7.4
新疆维吾尔自治区,塔城,51133,2023-12-09,-7.3
黑龙江省,方正,50964,2023-12-08,-7.3
西藏自治区,狮泉河,55228,2023-12-09,-7.3
黑龙江省,绥芬河,54096,2023-12-09,-7.2
吉林省,松原,50946,2023-12-08,-7.2
青海省,乌兰,52833,2023-12-08,-7.2
青海省,久治,56067,2023-12-09,-7.2
内蒙古自治区,四子王旗,53362,2023-12-08,-7.1
西藏自治区,日土,55125,2023-12-08,-7.1
甘肃省,玛曲,56074,2023-12-09,-7.1
新疆维吾尔自治区,奇台,51379,2023-12-09,-7.1
内蒙古自治区,翁牛特旗,54213,2023-12-08,-7.0
内蒙古自治区,希拉穆仁,53367,2023-12-08,-7.0
内蒙古自治区,奈曼旗,54223,2023-12-08,-7.0
西藏自治区,萨嘎,55554,2023-12-09,-7.0
黑龙江省,五常,54080,2023-12-08,-6.9
内蒙古自治区,八里罕,54316,2023-12-09,-6.9
内蒙古自治区,察哈尔右翼前旗,53481,2023-12-09,-6.9
青海省,门源,52765,2023-12-09,-6.9
辽宁省,法库,54245,2023-12-09,-6.8
内蒙古自治区,太仆寺旗,54305,2023-12-08,-6.8
河北省,沽源,54301,2023-12-08,-6.8
青海省,班玛,56151,2023-12-09,-6.8
青海省,曲麻莱,56021,2023-12-08,-6.7
青海省,玛沁,56043,2023-12-08,-6.7
吉林省,靖宇,54276,2023-12-09,-6.7
新疆维吾尔自治区,克拉玛依,51243,2023-12-09,-6.6
黑龙江省,鸡西,50978,2023-12-08,-6.6
西藏自治区,巴青,56114,2023-12-09,-6.6
黑龙江省,鸡东,50987,2023-12-08,-6.5
西藏自治区,昂仁,55568,2023-12-09,-6.5
西藏自治区,索县,56106,2023-12-09,-6.5
青海省,玉树,56029,2023-12-08,-6.5
辽宁省,彰武,54236,2023-12-09,-6.4
内蒙古自治区,卓资,53472,2023-12-09,-6.4
黑龙江省,依兰,50877,2023-12-08,-6.4
内蒙古自治区,化德,53391,2023-12-08,-6.4
黑龙江省,友谊,50881,2023-12-08,-6.4
内蒙古自治区,宁城,54320,2023-12-09,-6.4
新疆维吾尔自治区,乌鲁木齐,51463,2023-12-09,-6.4
吉林省,德惠,54065,2023-12-08,-6.3
辽宁省,阜新,54237,2023-12-09,-6.3
内蒙古自治区,察哈尔右翼后旗,53384,2023-12-08,-6.3
辽宁省,开原,54254,2023-12-09,-6.3
西藏自治区,当雄,55493,2023-12-09,-6.2
辽宁省,铁岭,54249,2023-12-09,-6.2
内蒙古自治区,满都拉,53149,2023-12-08,-6.2
青海省,贵南,52955,2023-12-08,-6.2
内蒙古自治区,集宁,53480,2023-12-09,-6.2
内蒙古自治区,朱日和,53276,2023-12-08,-6.1
青海省,同德,52957,2023-12-08,-6.1
西藏自治区,比如,56109,2023-12-09,-6.0
青海省,祁连,52657,2023-12-09,-6.0
四川省,阿坝,56171,2023-12-09,-6.0
四川省,石渠,56038,2023-12-08,-6.0
甘肃省,碌曲,56071,2023-12-09,-5.9
黑龙江省,延寿,50965,2023-12-08,-5.9
辽宁省,北票,54323,2023-12-09,-5.9
吉林省,抚松,54288,2023-12-09,-5.9
内蒙古自治区,商都,53385,2023-12-08,-5.8
吉林省,双辽,54142,2023-12-08,-5.8
新疆维吾尔自治区,沙湾,51357,2023-12-09,-5.7
河北省,崇礼,54304,2023-12-09,-5.7
内蒙古自治区,正蓝旗,54205,2023-12-08,-5.7
吉林省,敦化,54186,2023-12-09,-5.7
黑龙江省,林口,50979,2023-12-08,-5.7
吉林省,柳河,54267,2023-12-09,-5.7
西藏自治区,嘉黎,56202,2023-12-08,-5.7
青海省,天峻,52745,2023-12-08,-5.7
西藏自治区,定日,55664,2023-12-08,-5.7
西藏自治区,那曲,55299,2023-12-08,-5.7
西藏自治区,帕里,55773,2023-12-08,-5.7
吉林省,农安,54064,2023-12-08,-5.6
青海省,达日,56046,2023-12-08,-5.6
甘肃省,张掖,52652,2023-12-09,-5.5
内蒙古自治区,白云鄂博,53343,2023-12-08,-5.5
内蒙古自治区,库伦旗,54234,2023-12-08,-5.5
吉林省,桦甸,54273,2023-12-09,-5.5
辽宁省,黑山,54335,2023-12-09,-5.5
青海省,德令哈,52737,2023-12-08,-5.5
西藏自治区,班戈,55279,2023-12-09,-5.5
内蒙古自治区,海力素,53231,2023-12-09,-5.4
辽宁省,北镇,54331,2023-12-09,-5.4
甘肃省,合作,56080,2023-12-09,-5.4
内蒙古自治区,科尔沁左翼后旗,54231,2023-12-08,-5.4
青海省,杂多,56018,2023-12-08,-5.4
辽宁省,新民,54333,2023-12-09,-5.4
吉林省,舒兰,54076,2023-12-08,-5.3
西藏自治区,改则,55248,2023-12-09,-5.2
黑龙江省,尚志,50968,2023-12-08,-5.2
